0	1521.703392
0.890625	1594.250938
1.390625	1599.764191
1.890625	1719.051234
2.390625	1757.9979
2.890625	1822.06542
3.390625	1851.395109
3.890625	1886.838783
4.390625	1914.37837
4.890625	1923.082396
5.390625	1962.252459
5.890625	1988.779174
6.390625	2007.092851
6.890625	2031.230591
7.390625	2033.166823
7.890625	2059.392867
8.390625	2053.993651
8.890625	2039.187651
9.390625	2079.640441
9.890625	2091.596842
10.390625	2093.886875
10.890625	2099.152043
11.390625	2136.880547
11.890625	2141.246305
12.390625	2163.273092
12.890625	2157.832859
13.390625	2183.157394
13.890625	2182.597318
14.390625	2171.103649
14.890625	2233.510477
15.390625	2226.742831
15.890625	2241.610828
16.390625	2244.116624
16.890625	2269.6025
17.390625	2279.30558
17.890625	2270.394004
18.390625	2218.189556
18.890625	2226.152822
19.390625	2217.79939
19.890625	2167.945652
20.390625	2226.471278
20.890625	2292.613216
21.390625	2194.284183
21.890625	2212.504154
22.390625	2287.054768
22.890625	2245.533789
23.390625	2114.485929
23.890625	2039.744457
24.390625	2100.13575
24.890625	2071.757426
25.390625	1991.080895
25.890625	1960.072634
26.390625	1995.085776
26.890625	1951.011435
27.390625	1943.490672
27.890625	1924.354661
28.390625	1941.067184
28.890625	1911.408121
29.390625	1887.658297
29.890625	1866.877382
30.390625	1836.476278
30.82258065	1818.760714
31.33333333	1824.234414
31.82142857	1831.046362
32.32142857	1809.477945
32.82142857	1702.333504
33.32142857	1755.477231
33.7962963	1735.218892
34.30769231	1752.554217
34.83333333	1713.953178
35.33333333	1676.872958
35.83333333	1667.483371
36.29545455	1682.107833
36.79545455	1673.195241
37.21428571	1665.531035
37.725	1669.958035
38.23684211	1713.536322
38.73684211	1668.322813
39.23684211	1648.180752
39.73684211	1626.981416
40.25	1520.068031
40.76470588	1503.637853
41.09375	1494.77548
41.59375	1469.307606
42.10714286	1442.982869
42.60714286	1436.996074
43.11538462	1522.652492
43.61538462	1461.672824
44	1487.176098
44.5	1440.35544
45	1643.757781
45.5	1482.617617
46	1453.171457
46.5	1454.95313
47	1672.708352
47.5	1651.005254
48	1481.72429
48.5	1425.277024
49	1443.834722
49.5	1509.377665
50	1429.579908
50.5	1654.554127
51	1607.055862
51.5	1461.38264
52	1469.509657
52.5	1599.490237
53	1435.129117
53.5	1654.092916
54	1661.133259
54.5	1667.733461
55	1755.153627
55.5	1721.736676
56	1672.78191
56.5	1730.936253
57	1690.586348
57.5	1652.152706
58	1606.155485
58.5	1550.451985
59	1530.204081
59.5	1443.641582
60	1541.122525
60.5	1523.80936
61	1495.100874
61.5	1518.175081
62	1412.5027
62.5	1402.438411
63	1496.416712
63.5	1510.793432
64	1388.92061
64.5	1355.775878
65	1292.616978
65.5	1348.938149
66	1477.029409
66.5	1215.602998
67	1494.447591
67.5	1380.475143
68	1460.771854
68.5	1740.749693
69	1654.283052
69.5	1755.252356
70	1698.714092
70.5	1727.162639
71	1721.873541
71.5	1710.566599
72	1640.955968
72.5	1676.915675
73	1654.315901
73.5	1653.232889
74	1622.733118
74.5	1659.914936
75	1645.38258
75.5	1476.70703
76	1575.14938
76.5	1492.390877
77	1171.655792
77.5	1210.439796
78	981.9915827
78.5	1268.710254
79	979.3226716
79.5	1263.861059
80	2715.539102
